SalePrice,Order,Bsmt Qual,Exter Qual,Fireplace Qu,Functional,Garage Area,Garage Qual,Gr Liv Area,HouseAge,TotalPorchSF,Kitchen Qual,Land Contour,Lot Area,Lot Frontage,Lot Shape,Mas Vnr Area,Misc Val,NeighborhoodClass,Overall Cond,Pool QC,PosFeature_Adjacent,PosFeature_Near,Railroad_Adjacent,Railroad_Near,RemodelAge,Total Bsmt SF,TotalBathrooms
213000,804,3.0,1,2.5,7,425,3.0,1775,16,498,1,3,9317,75.0,3,137.0,0,2,5,0,0.0,0.0,0.0,0.0,16,513.0,3.5
239900,805,3.0,1,2.5,7,473,3.0,1879,16,644,1,3,10560,85.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,15,474.0,3.5
239500,806,3.0,1,2.5,7,466,3.0,2020,14,155,1,3,9828,80.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,14,584.0,2.5
131000,807,0.0,1,2.5,4,576,3.0,2016,129,0,0,2,26400,120.0,3,0.0,0,2,7,0,0.0,0.0,0.0,0.0,2,0.0,1.0
118964,808,0.0,0,0.0,7,410,3.0,1535,30,0,0,2,7018,64.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,30,0.0,2.0
153337,809,3.0,0,2.5,7,528,3.0,1224,30,120,0,2,7018,64.0,3,275.0,0,2,5,0,0.0,0.0,0.0,0.0,30,1086.0,3.0
147983,810,0.0,0,0.0,7,720,3.0,2228,30,73,0,3,7018,64.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,30,0.0,2.0
118858,811,0.0,0,0.0,7,400,3.0,1535,30,0,0,2,7018,64.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,30,0.0,2.0
118858,812,0.0,0,0.0,7,400,3.0,1535,30,0,0,2,7018,64.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,30,0.0,2.0
142953,813,0.0,0,0.0,7,528,3.0,2240,30,154,0,3,7018,64.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,30,0.0,2.0
148325,814,3.0,0,2.5,7,672,3.0,1229,30,120,1,3,7040,64.0,3,216.0,0,2,5,0,0.0,0.0,0.0,0.0,30,1094.0,3.0
113722,815,0.0,0,0.0,7,400,3.0,1513,30,0,0,2,7007,64.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,30,0.0,2.0
269500,816,4.0,0,2.5,7,820,3.0,2787,9,312,0,3,11855,70.66981506347656,3,23.0,0,2,5,0,0.0,0.0,0.0,0.0,9,820.0,7.0
269500,817,4.0,0,2.5,7,820,3.0,2787,9,312,0,3,7939,70.66981506347656,3,23.0,0,2,5,0,0.0,0.0,0.0,0.0,9,820.0,7.0
269500,818,4.0,0,2.5,7,820,3.0,2787,9,312,0,3,7976,70.66981506347656,3,23.0,0,2,5,0,0.0,0.0,0.0,0.0,9,820.0,7.0
323262,819,4.0,4,3.0,7,1138,3.0,1680,0,209,4,3,10933,84.0,3,242.0,0,2,5,0,0.0,0.0,0.0,0.0,0,1021.0,2.5
297000,820,4.0,1,3.0,7,826,3.0,1718,2,252,1,3,10637,79.0,3,336.0,0,2,5,0,0.0,0.0,0.0,0.0,1,1288.0,3.0
295493,821,4.0,1,3.0,7,860,3.0,1630,1,214,4,3,10226,61.0,2,270.0,0,2,5,0,0.0,0.0,0.0,0.0,1,0.0,3.0
332000,822,4.0,4,3.0,7,846,3.0,1720,1,312,4,3,10816,65.0,2,364.0,0,2,5,0,0.0,0.0,0.0,0.0,1,1104.0,3.0
239900,823,3.0,1,3.0,7,904,3.0,1468,1,334,1,3,9178,71.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,1,0.0,2.0
212000,824,3.0,1,0.0,7,578,3.0,1768,2,249,1,3,10769,68.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,2,20.0,2.5
272500,825,4.0,1,3.0,7,524,3.0,1838,2,376,1,3,11422,77.0,2,352.0,0,2,5,0,0.0,0.0,0.0,0.0,1,1359.0,3.0
239000,826,4.0,1,0.0,7,702,3.0,1800,2,424,4,3,11923,122.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,2,0.0,2.0
200000,828,3.0,1,3.0,7,662,3.0,1290,2,168,1,3,6762,64.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,2,902.0,3.0
221800,829,3.0,1,0.0,7,810,3.0,1254,1,260,1,3,10324,95.0,2,140.0,0,2,5,0,0.0,0.0,0.0,0.0,1,872.0,3.0
194500,830,3.0,1,0.0,7,632,3.0,1232,2,132,1,3,7314,64.0,3,82.0,0,2,5,0,0.0,0.0,0.0,0.0,2,724.0,3.0
237000,831,4.0,1,3.0,7,844,3.0,1498,4,242,1,3,11645,78.0,3,76.0,0,2,5,0,0.0,0.0,0.0,0.0,3,24.0,2.0
173000,832,3.0,1,3.0,7,440,3.0,1422,4,64,1,3,11646,79.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,3,0.0,2.5
275000,833,3.0,1,2.5,7,569,3.0,1644,20,476,1,2,12800,70.66981506347656,3,145.0,0,2,5,0,0.0,0.0,0.0,0.0,20,1518.0,3.5
233500,834,3.0,1,2.5,7,525,3.0,1759,17,343,1,1,16698,88.1500015258789,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,16,800.0,3.5
152000,836,3.0,0,0.0,7,576,3.0,1040,13,168,1,2,12464,82.0,1,0.0,0,2,5,0,0.0,0.0,0.0,0.0,13,732.0,2.0
143000,837,2.5,0,0.0,7,440,3.0,990,15,158,0,2,9757,65.0,3,0.0,0,2,7,0,0.0,0.0,0.0,0.0,15,755.0,2.0
231500,838,3.0,0,0.0,7,470,3.0,1764,12,375,1,3,15426,65.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,12,821.0,3.5
212000,839,3.0,1,2.5,7,550,3.0,1661,13,219,1,3,10667,43.0,1,0.0,0,2,6,0,0.0,1.0,0.0,0.0,13,729.0,3.5
207000,840,3.0,0,0.0,7,539,3.0,1463,11,81,0,2,14753,65.0,1,0.0,0,2,5,0,0.0,1.0,0.0,0.0,11,950.0,3.0
145000,841,3.0,0,0.0,7,672,3.0,1097,15,456,0,3,10859,112.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,14,0.0,1.5
138000,842,3.0,0,0.0,7,480,3.0,990,15,64,0,3,8072,60.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,14,746.0,2.0
197900,843,3.0,0,0.0,7,546,3.0,1779,11,234,1,3,10400,80.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,11,0.0,2.5
204000,844,3.0,1,0.0,7,577,3.0,1501,10,173,1,3,10335,78.0,2,183.0,0,2,5,0,0.0,0.0,0.0,0.0,10,679.0,3.0
192000,845,3.0,1,0.0,7,666,3.0,1431,10,35,1,3,9017,68.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,10,560.0,3.0
200000,846,3.0,0,2.5,7,492,3.0,1772,11,246,0,3,8750,70.0,3,120.0,0,2,5,0,0.0,0.0,0.0,0.0,11,606.0,3.5
195000,847,3.0,1,0.0,7,493,3.0,1660,7,212,1,3,8935,68.0,2,95.0,0,2,5,0,0.0,0.0,0.0,0.0,7,0.0,2.5
227000,848,3.0,1,0.0,7,544,3.0,1573,7,72,1,3,9808,67.0,2,110.0,0,2,5,0,0.0,0.0,0.0,0.0,7,788.0,3.0
230000,849,3.0,1,0.0,7,622,3.0,1840,8,45,1,3,12420,79.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,8,666.0,3.5
187100,850,3.0,1,0.0,7,605,3.0,1430,8,33,1,3,16285,67.0,1,0.0,0,2,5,0,0.0,0.0,0.0,0.0,7,0.0,2.0
203000,851,3.0,1,0.0,7,577,3.0,1444,7,184,1,3,10739,65.0,2,68.0,0,2,5,0,0.0,0.0,0.0,0.0,8,1259.0,3.0
124000,853,3.0,0,0.0,7,0,0.0,1040,31,0,0,1,8430,60.0,3,136.0,0,2,5,0,0.0,0.0,0.0,0.0,31,616.0,2.0
140000,854,3.0,0,0.0,7,343,3.0,907,31,72,0,3,16269,71.33636474609375,2,76.0,0,2,5,0,0.0,0.0,0.0,0.0,31,625.0,1.0
134900,855,2.5,0,0.0,7,444,3.0,914,30,0,0,3,6950,76.0,2,40.0,0,2,7,0,0.0,0.0,0.0,0.0,30,782.0,2.0
150500,856,3.0,0,0.0,7,484,3.0,1040,32,288,1,3,8800,61.0,2,0.0,0,2,7,0,0.0,0.0,0.0,0.0,1,676.0,2.0
136500,857,2.5,1,0.0,7,336,3.0,864,31,0,0,3,7000,71.33636474609375,2,90.0,0,2,8,0,0.0,0.0,0.0,0.0,4,646.0,2.0
143500,858,3.0,0,0.0,7,252,3.0,1268,32,173,1,3,9286,71.33636474609375,2,0.0,0,2,7,0,0.0,0.0,0.0,0.0,20,196.0,1.5
133500,859,2.5,0,2.0,7,338,3.0,864,37,0,0,3,15523,36.0,2,0.0,0,2,6,0,0.0,0.0,0.0,0.0,37,460.0,2.0
123000,860,2.5,0,0.0,7,600,3.0,894,37,215,0,2,7200,60.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,37,777.0,1.0
133900,861,3.0,0,0.0,7,396,3.0,768,37,192,0,3,7200,60.0,3,0.0,0,2,8,0,0.0,0.0,0.0,0.0,6,660.0,1.5
133000,862,3.0,0,0.0,7,396,3.0,768,37,58,0,3,8445,70.0,3,0.0,0,2,7,0,0.0,0.0,0.0,0.0,2,656.0,2.0
250000,863,3.0,1,0.0,7,1231,3.0,1611,7,355,1,3,11664,90.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,7,1234.0,3.0
254750,864,3.0,1,3.0,7,570,3.0,2184,6,324,1,3,12334,71.33636474609375,2,198.0,0,2,5,0,0.0,0.0,0.0,0.0,6,0.0,2.5
236500,865,3.0,1,2.5,7,522,3.0,1788,8,353,4,3,11838,71.33636474609375,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,8,0.0,2.0
261500,866,3.0,1,2.5,7,531,3.0,1872,8,282,4,3,11885,71.33636474609375,3,108.0,0,2,5,0,0.0,0.0,0.0,0.0,8,990.0,3.5
313000,867,4.0,1,4.0,7,736,3.0,2153,9,395,4,3,11050,71.33636474609375,3,204.0,0,2,5,0,0.0,1.0,0.0,0.0,9,904.0,3.5
198500,868,3.0,1,0.0,7,550,3.0,1725,7,48,1,3,8749,70.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,7,0.0,2.5
211000,869,3.0,1,0.0,7,608,3.0,1870,8,299,1,3,11250,71.33636474609375,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,8,0.0,2.5
220000,870,3.0,1,2.5,7,521,3.0,1513,10,169,1,3,15750,90.0,3,260.0,0,2,5,0,0.0,0.0,0.0,0.0,9,1246.0,3.0
203000,871,3.0,1,2.5,7,478,3.0,1504,13,181,1,3,11883,73.0,3,196.0,0,2,5,0,0.0,0.0,0.0,0.0,13,690.0,3.0
279500,872,4.0,1,3.0,7,523,3.0,1828,7,338,1,3,12782,71.33636474609375,3,164.0,0,2,5,0,0.0,0.0,0.0,0.0,6,1360.0,3.0
210000,873,3.0,1,2.5,7,511,3.0,1417,12,177,1,3,8750,70.0,3,209.0,0,2,5,0,0.0,0.0,0.0,0.0,11,1111.0,3.0
219500,874,3.0,0,0.0,7,645,3.0,2034,12,612,1,3,9375,71.33636474609375,3,573.0,0,2,5,0,0.0,0.0,0.0,0.0,11,739.0,3.5
191000,875,3.0,1,2.5,7,512,3.0,1716,13,120,1,3,8750,70.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,13,0.0,2.5
178000,876,3.0,1,0.0,7,573,3.0,1212,8,356,1,3,9100,70.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,8,0.0,2.0
213000,877,3.0,1,2.5,7,451,3.0,1630,9,308,1,3,9750,75.0,3,171.0,0,2,5,0,0.0,0.0,0.0,0.0,8,0.0,2.0
144000,878,3.0,1,0.0,7,420,3.0,848,6,140,1,3,4435,71.33636474609375,3,170.0,0,2,5,0,0.0,0.0,0.0,0.0,5,685.0,2.0
140000,879,3.0,1,0.0,7,420,3.0,848,6,140,1,3,4435,71.33636474609375,3,170.0,0,2,5,0,0.0,0.0,0.0,0.0,6,685.0,2.0
293200,880,3.0,1,3.0,7,810,3.0,1602,2,243,1,3,10200,85.0,3,180.0,0,2,5,0,0.0,0.0,0.0,0.0,2,1478.0,3.0
190000,881,3.0,1,0.0,7,572,3.0,1728,5,243,1,3,9313,65.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,5,0.0,2.5
190000,882,3.0,1,0.0,7,570,3.0,1500,5,228,1,3,8487,63.0,3,210.0,0,2,5,0,0.0,0.0,0.0,0.0,5,20.0,2.0
173500,883,3.0,1,0.0,7,540,3.0,1476,4,135,1,3,8633,64.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,4,193.0,3.5
170000,884,3.0,1,3.0,7,440,3.0,1396,2,136,1,3,11069,85.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,2,0.0,2.5
108000,885,0.0,0,0.0,7,520,3.0,1126,60,96,1,3,8777,67.0,3,0.0,0,1,5,0,0.0,0.0,0.0,0.0,6,0.0,2.0
167000,886,2.5,0,0.0,7,480,3.0,1486,45,0,0,3,9937,75.0,3,0.0,0,1,7,0,0.0,0.0,0.0,0.0,10,637.0,2.0
100000,887,2.5,0,3.0,7,288,2.0,816,71,0,0,3,8877,67.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,51,690.0,2.0
198500,888,0.0,1,4.0,7,672,3.0,1922,6,177,1,3,7301,64.0,3,500.0,0,1,5,0,0.0,0.0,0.0,0.0,6,0.0,3.0
159500,889,2.5,0,0.0,7,440,3.0,1426,32,252,0,2,7950,75.0,2,140.0,0,1,6,0,0.0,0.0,0.0,0.0,32,535.0,1.5
127000,890,2.5,0,0.0,6,544,3.0,1149,49,240,0,3,10682,80.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,38,399.0,2.0
320000,892,4.0,4,3.0,7,768,3.0,1698,2,391,4,3,13286,86.0,2,340.0,0,1,5,0,0.0,0.0,0.0,0.0,1,1234.0,3.0
145500,893,3.0,0,0.0,7,525,3.0,1072,4,28,0,3,3675,35.0,3,80.0,0,1,5,0,0.0,0.0,0.0,0.0,3,547.0,2.0
118000,894,2.5,0,0.0,7,0,0.0,698,62,200,0,3,9405,50.0,3,0.0,0,1,9,0,0.0,0.0,0.0,0.0,1,0.0,1.5
85000,895,2.5,0,0.0,7,320,3.0,876,50,0,0,1,6410,64.0,3,0.0,0,1,5,0,0.0,0.0,0.0,0.0,50,575.0,1.0
120000,896,2.0,0,0.0,6,195,3.0,1368,59,252,0,3,11767,70.0,3,0.0,900,1,5,0,0.0,0.0,0.0,0.0,59,1078.0,2.0
98000,897,0.0,0,0.0,4,240,3.0,1529,64,277,0,3,8405,50.0,3,0.0,0,1,3,0,0.0,0.0,0.0,0.0,59,0.0,2.0
99900,898,2.0,0,0.0,7,0,0.0,864,87,96,0,3,4060,56.0,3,0.0,0,1,8,0,0.0,0.0,0.0,0.0,59,0.0,1.0
82000,899,0.0,0,0.0,6,528,3.0,944,57,0,-1,3,10206,74.0,3,0.0,0,1,3,0,0.0,0.0,0.0,0.0,57,0.0,1.0
119900,900,2.5,0,0.0,7,0,0.0,1678,50,0,0,3,10926,65.0,3,74.0,0,1,5,0,0.0,0.0,0.0,0.0,50,0.0,2.0
103500,901,2.5,0,2.5,6,313,3.0,1560,53,0,0,3,11767,70.0,3,259.0,0,1,5,0,0.0,0.0,0.0,0.0,53,546.0,1.0
110000,903,2.5,0,0.0,7,528,3.0,1196,89,46,1,3,12354,67.0,3,0.0,800,1,8,0,0.0,0.0,0.0,0.0,9,0.0,1.0
122000,904,2.5,0,3.0,7,256,3.0,1298,68,84,0,3,8212,45.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,59,626.0,1.0
117000,905,2.5,0,0.0,5,660,3.0,1604,68,68,0,3,10998,60.0,3,0.0,0,1,5,0,0.0,0.0,0.0,0.0,49,828.0,2.0
60000,908,2.5,0,0.0,7,246,3.0,438,89,0,-1,2,8400,60.0,3,0.0,0,1,5,0,0.0,0.0,0.0,0.0,59,290.0,1.0
139500,909,2.5,0,3.0,7,240,3.0,1489,69,335,0,3,9900,60.0,3,0.0,0,1,7,0,0.0,0.0,0.0,0.0,59,0.0,2.0
197000,910,2.5,0,2.5,7,672,3.0,3082,89,199,0,3,15863,102.0,3,0.0,0,1,3,0,0.0,0.0,0.0,0.0,39,523.0,3.5
105000,911,2.5,0,3.0,7,180,2.0,1242,74,425,0,2,5707,43.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,59,0.0,1.5
135000,912,2.5,0,2.5,5,576,3.0,1981,81,475,1,3,7804,65.0,3,0.0,0,1,3,0,0.0,0.0,0.0,0.0,59,622.0,3.0
147500,913,2.5,1,3.0,7,440,3.0,1232,93,180,1,3,8574,64.0,3,0.0,0,2,8,0,0.0,0.0,0.0,0.0,9,0.0,1.0
137450,914,2.5,0,3.0,7,216,2.0,1608,84,163,1,3,6171,51.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,19,264.0,2.5
155000,915,3.0,1,0.0,7,576,3.0,1135,73,256,1,3,7200,60.0,3,0.0,0,1,9,0,0.0,0.0,0.0,0.0,2,560.0,2.0
177000,916,2.5,0,2.5,7,342,2.0,1913,81,0,0,2,7558,57.0,3,0.0,0,2,6,0,0.0,0.0,0.0,0.0,59,0.0,1.5
145000,917,2.5,0,3.0,7,216,3.0,1477,81,50,0,3,6292,52.0,3,0.0,0,1,7,0,0.0,0.0,0.0,0.0,59,0.0,2.5
137000,918,2.5,0,3.0,7,215,2.0,1228,91,308,0,3,7155,53.0,3,0.0,0,2,8,0,0.0,0.0,0.0,0.0,19,0.0,1.0
234000,919,3.0,1,3.0,7,282,3.0,2080,83,145,1,3,10918,53.0,3,0.0,0,2,9,0,0.0,0.0,0.0,0.0,5,0.0,1.5
205000,920,2.5,0,2.5,5,440,3.0,1567,69,171,0,1,13680,60.0,3,0.0,0,2,6,0,0.0,0.0,0.0,0.0,59,728.0,2.5
177500,921,2.5,0,3.0,7,213,3.0,1494,67,224,1,2,7500,69.9518051147461,2,0.0,0,2,7,0,0.0,0.0,0.0,0.0,59,547.0,1.0
160000,922,2.5,1,2.5,5,256,3.0,1308,69,70,0,1,9600,130.0,2,0.0,0,2,7,0,0.0,0.0,0.0,0.0,59,428.0,2.5
155000,923,2.5,0,0.0,7,307,3.0,1273,49,598,0,1,14680,80.0,2,0.0,0,2,4,0,0.0,0.0,0.0,0.0,49,793.0,1.0
163500,924,3.0,0,0.0,7,432,3.0,964,88,44,0,1,13360,80.0,2,0.0,0,2,7,0,0.0,0.0,0.0,0.0,3,713.0,2.0
154900,925,2.5,0,3.0,7,186,2.0,1343,88,294,0,3,7681,54.0,2,0.0,0,2,6,0,0.0,0.0,0.0,0.0,59,0.0,1.5
205000,926,2.5,0,3.0,7,400,3.0,2480,69,57,0,1,8145,69.9518051147461,2,0.0,0,2,6,0,0.0,0.0,0.0,0.0,59,246.0,2.5
174500,928,2.5,0,3.0,7,234,3.0,1564,68,0,-1,2,12000,75.0,3,0.0,0,2,7,0,0.0,0.0,0.0,0.0,59,275.0,1.5
193000,929,2.5,0,3.0,7,463,3.0,1561,49,268,0,3,13339,90.0,2,132.0,0,2,6,0,0.0,0.0,0.0,0.0,49,940.0,3.0
158000,930,2.5,0,2.5,2,295,3.0,1523,60,81,-1,2,15600,78.0,3,0.0,0,2,7,0,0.0,0.0,0.0,0.0,4,819.0,3.0
224000,932,2.5,0,3.0,7,576,3.0,1906,55,201,0,2,17500,100.0,3,420.0,0,2,5,0,1.0,0.0,0.0,0.0,55,1219.0,2.5
115000,933,2.5,0,2.5,7,452,3.0,1032,29,279,0,3,1733,24.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,29,0.0,1.0
137000,934,3.0,0,2.5,7,462,3.0,1229,29,176,1,3,1488,24.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,17,471.0,2.5
121000,935,3.0,0,2.5,7,462,3.0,1229,29,154,0,3,1612,24.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,29,0.0,1.5
124000,936,3.0,0,2.5,7,462,3.0,1229,29,150,0,3,1300,24.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,29,285.0,1.5
208000,937,2.5,0,2.5,7,501,3.0,1982,23,512,0,3,13607,69.9518051147461,2,242.0,1500,2,6,0,0.0,0.0,0.0,0.0,23,454.0,3.5
315000,938,3.0,1,3.0,6,551,3.0,2365,38,344,4,2,17597,69.9518051147461,3,0.0,0,2,9,0,0.0,0.0,0.0,0.0,0,1222.0,3.0
222000,939,3.0,1,3.0,7,540,3.0,1680,21,518,1,3,21695,69.9518051147461,2,260.0,0,2,9,0,0.0,0.0,0.0,0.0,2,808.0,3.0
147000,940,2.5,0,0.0,7,468,3.0,1344,89,346,0,3,10690,59.0,3,0.0,0,1,7,0,0.0,0.0,0.0,0.0,12,456.0,1.0
123000,941,2.5,0,0.0,7,576,3.0,2168,109,705,1,2,8660,50.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,16,0.0,2.0
78000,942,2.5,0,0.0,7,189,2.0,1192,89,137,0,3,6402,60.0,3,0.0,0,1,5,0,0.0,0.0,0.0,0.0,59,0.0,1.0
75000,944,2.5,0,0.0,7,200,3.0,572,84,72,0,3,10200,60.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,59,0.0,1.0
230000,945,4.0,4,3.0,7,482,3.0,1648,2,368,4,1,3843,44.0,2,174.0,0,2,5,0,0.0,0.0,0.0,0.0,1,1476.0,3.5
57625,946,0.0,-1,0.0,6,280,3.0,810,99,143,0,3,21780,109.0,3,0.0,0,1,4,0,0.0,0.0,0.0,0.0,59,0.0,1.0
251000,947,3.0,1,2.5,7,642,3.0,2052,9,301,1,3,10125,75.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,8,695.0,2.5
240000,949,4.0,1,3.0,7,550,3.0,1710,5,328,1,3,12118,43.0,2,108.0,0,2,5,0,0.0,0.0,0.0,0.0,4,0.0,2.0
215000,950,4.0,0,2.5,7,560,3.0,1961,8,317,1,3,12209,71.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,7,690.0,3.5
156450,951,2.5,0,2.5,7,351,3.0,926,32,319,0,3,9750,75.0,3,0.0,0,2,6,0,0.0,0.0,0.0,0.0,32,767.0,2.0
173000,952,3.0,0,2.0,7,541,3.0,1287,32,461,0,2,9360,72.0,3,0.0,0,2,7,0,0.0,0.0,0.0,0.0,32,957.0,2.5
126000,953,0.0,0,0.0,7,539,3.0,1734,32,0,1,3,10125,75.0,3,0.0,0,2,5,0,0.0,0.0,0.0,0.0,32,0.0,2.0
173000,954,3.0,0,0.0,7,497,3.0,1217,19,195,1,3,9947,75.14444732666016,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,18,611.0,3.0
375000,957,3.0,0,3.0,7,513,3.0,2036,44,0,0,2,215245,150.0,0,0.0,0,2,5,0,0.0,0.0,0.0,0.0,44,2056.0,4.0
315500,958,4.0,1,4.0,7,912,3.0,1620,2,228,4,1,12898,89.0,2,70.0,0,2,5,0,0.0,0.0,0.0,0.0,1,1022.0,3.0
224500,959,4.0,0,0.0,7,650,3.0,1692,0,322,1,1,13159,83.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,0,0.0,2.5
410000,960,4.0,4,4.0,7,780,3.0,2036,1,244,4,1,13438,113.0,2,246.0,0,2,5,0,0.0,0.0,0.0,0.0,1,1758.0,3.0
316500,961,4.0,4,0.0,7,885,3.0,1641,1,95,4,1,14463,79.0,2,406.0,0,2,5,0,0.0,0.0,0.0,0.0,1,1115.0,3.0
201000,962,3.0,1,0.0,7,610,3.0,1466,2,118,1,1,8925,73.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,2,16.0,2.0
175000,963,3.0,0,2.5,7,576,3.0,1412,21,169,1,3,11457,130.0,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,21,1005.0,3.0
204000,964,3.0,0,2.5,7,440,3.0,2237,29,329,1,3,9839,81.15789794921875,2,0.0,2500,2,8,0,0.0,0.0,0.0,0.0,3,462.0,2.5
213500,965,3.0,0,2.0,6,578,3.0,1479,22,462,1,3,14419,125.0,2,310.0,0,2,5,0,0.0,0.0,0.0,0.0,20,1528.0,4.5
220000,966,4.0,1,0.0,7,471,3.0,1296,8,217,1,3,6853,81.15789794921875,2,136.0,0,2,5,0,0.0,0.0,0.0,0.0,7,1005.0,3.0
315000,968,4.0,4,3.0,7,765,3.0,1838,3,338,4,3,14601,85.0,3,584.0,0,2,5,0,0.0,0.0,0.0,0.0,3,1260.0,3.0
425000,969,4.0,4,3.0,7,920,3.0,1978,2,360,4,1,12633,85.0,2,290.0,0,2,5,0,0.0,0.0,0.0,0.0,2,1640.0,3.0
139500,970,2.5,0,0.0,7,384,3.0,1008,41,144,1,3,12518,75.0,2,182.0,0,2,7,0,0.0,0.0,0.0,0.0,41,532.0,1.0
115000,971,0.0,0,2.5,6,336,3.0,1771,49,0,0,3,21750,100.0,3,75.0,0,2,4,0,0.0,0.0,0.0,0.0,3,0.0,1.0
162000,972,4.0,0,0.0,7,412,3.0,1204,11,247,0,3,4500,32.0,3,320.0,0,2,5,0,0.0,0.0,0.0,0.0,11,866.0,3.0
165000,973,4.0,0,0.0,7,402,3.0,1224,10,304,0,3,4500,75.14444732666016,3,425.0,0,2,5,0,0.0,0.0,0.0,0.0,10,883.0,3.0
91000,974,3.0,0,0.0,7,297,3.0,988,36,221,0,3,1596,21.0,3,0.0,0,1,5,0,0.0,0.0,0.0,0.0,36,462.0,2.0
130000,975,2.5,0,0.0,7,288,3.0,874,41,33,0,3,9858,62.0,3,0.0,600,2,6,0,0.0,0.0,0.0,0.0,41,510.0,2.0
86000,976,3.0,0,0.0,7,286,3.0,630,39,0,1,3,1526,21.0,3,0.0,0,1,8,0,0.0,0.0,0.0,0.0,7,515.0,2.0
160000,977,2.5,0,1.5,7,504,3.0,1404,40,16,0,3,13383,83.0,2,176.0,0,2,5,0,0.0,0.0,0.0,0.0,9,594.0,2.0
80000,978,3.0,0,0.0,7,286,3.0,630,39,0,0,3,1477,21.0,3,0.0,0,1,4,0,0.0,0.0,0.0,0.0,39,509.0,2.0
97000,979,2.5,0,2.5,7,0,0.0,1344,39,0,0,3,1533,21.0,3,0.0,0,1,6,0,0.0,0.0,0.0,0.0,1,0.0,1.5
88000,980,2.5,0,0.0,7,286,3.0,1092,39,238,0,3,2217,21.0,3,0.0,0,1,4,0,0.0,0.0,0.0,0.0,39,546.0,1.5
131900,981,3.0,0,0.0,7,336,3.0,796,37,138,0,3,7689,50.0,2,0.0,0,2,8,0,0.0,0.0,0.0,0.0,37,796.0,1.5
131250,982,3.0,0,0.0,7,429,3.0,1091,16,280,0,3,7706,62.0,3,0.0,700,2,5,0,0.0,0.0,0.0,0.0,13,384.0,1.5
165500,983,3.0,0,2.5,7,602,3.0,1110,31,333,1,3,9101,75.14444732666016,2,104.0,0,2,6,0,0.0,0.0,0.0,0.0,31,1097.0,2.0
112000,984,2.5,0,0.0,7,0,0.0,833,24,0,0,3,8780,75.14444732666016,2,0.0,0,2,5,0,0.0,0.0,0.0,0.0,24,625.0,2.0
149000,985,3.0,0,2.0,7,698,3.0,883,17,132,0,3,7669,70.0,3,0.0,0,2,6,0,0.0,0.0,0.0,0.0,16,828.0,2.0
